id,first_name,last_name,email,expense,price
701,Wrennie,Gawkes,wgawkesjg@springer.com,Bicycle Maintenance,$35.66
702,Field,MacCawley,fmaccawleyjh@soundcloud.com,Dental Check-up,$20.72
703,Luelle,McPherson,lmcphersonji@umn.edu,Mortgage Payment,$28.69
704,Hubey,Daykin,hdaykinjj@slashdot.org,Auto Insurance Renewal,$28.37
705,Sammy,Eilhermann,seilhermannjk@elpais.com,Auto Insurance Renewal,$17.61
706,Libbey,Elphey,lelpheyjl@tinypic.com,Life Insurance Premium,$3.67
707,Reynard,Trask,rtraskjm@theglobeandmail.com,Dental Check-up,$26.36
708,Midge,Englishby,menglishbyjn@paginegialle.it,Textbooks,$17.26
709,Catlaina,Llorens,cllorensjo@ft.com,Textbooks,$11.05
710,Kora,Paradine,kparadinejp@archive.org,Movie Tickets,$33.39
711,Domeniga,Thatcher,dthatcherjq@instagram.com,Textbooks,$28.99
712,Shandra,Dufty,sduftyjr@digg.com,Gasoline,$5.44
713,Bryan,Planke,bplankejs@friendfeed.com,Life Insurance Premium,$20.09
714,Aube,Hamblen,ahamblenjt@mit.edu,Mortgage Payment,$8.34
715,Thacher,Van Weedenburg,tvanweedenburgju@disqus.com,Stock Market Investment,$12.97
716,Chance,Pride,cpridejv@qq.com,Stock Market Investment,$2.99
717,Abba,Nathan,anathanjw@mlb.com,Life Insurance Premium,$10.01
718,Glenn,Borgesio,gborgesiojx@ow.ly,Retirement Account Contribution,$12.30
719,Modestia,Alfonso,malfonsojy@loc.gov,Home Repairs,$6.60
720,Morlee,Lindup,mlindupjz@xing.com,Stock Market Investment,$9.44
721,Sherie,Lindell,slindellk0@soundcloud.com,Bicycle Maintenance,$33.86
722,Tabby,Danilowicz,tdanilowiczk1@globo.com,Mortgage Payment,$25.17
723,Tripp,Braney,tbraneyk2@npr.org,Home Repairs,$31.27
724,Liesa,Cavaney,lcavaneyk3@yelp.com,Mortgage Payment,$24.12
725,Roldan,Shuard,rshuardk4@wufoo.com,Organic Snacks,$8.98
726,Rolfe,Cathcart,rcathcartk5@cornell.edu,Internet Service,$36.89
727,Krista,Perche,kperchek6@opera.com,Internet Service,$30.94
728,Wheeler,Charpling,wcharplingk7@delicious.com,Auto Insurance Renewal,$13.90
729,Kristin,Lampaert,klampaertk8@wikimedia.org,Textbooks,$13.20
730,Alyss,Tooke,atookek9@unblog.fr,Dental Check-up,$18.90
731,Ki,Mullinder,kmullinderka@prlog.org,Electricity Bill,$38.30
732,Myrta,Maber,mmaberkb@mozilla.com,Home Repairs,$34.76
733,Denys,Neal,dnealkc@engadget.com,Electricity Bill,$30.44
734,Ezmeralda,Golagley,egolagleykd@yahoo.co.jp,Movie Tickets,$14.81
735,Sashenka,Cracie,scracieke@netvibes.com,Organic Snacks,$26.03
736,Abigael,Grinham,agrinhamkf@php.net,Prescription Medication,$30.15
737,Anna,Placide,aplacidekg@jimdo.com,Stock Market Investment,$10.06
738,Dori,Navan,dnavankh@scribd.com,Organic Snacks,$32.75
739,Reade,McFaell,rmcfaellki@yolasite.com,Internet Service,$17.61
740,Reagan,Rowter,rrowterkj@yahoo.co.jp,Mortgage Payment,$1.56
741,Rustin,Secombe,rsecombekk@tripadvisor.com,Gasoline,$36.76
742,Doralia,Lambert,dlambertkl@alexa.com,Textbooks,$5.35
743,Garner,Sage,gsagekm@about.me,Movie Tickets,$15.98
744,Clarinda,Fernier,cfernierkn@earthlink.net,Electricity Bill,$34.93
745,Jan,Dunkerley,jdunkerleyko@prnewswire.com,Fresh Produce,$33.94
746,Ainslee,Bridger,abridgerkp@archive.org,Retirement Account Contribution,$2.70
747,Olenka,Savile,osavilekq@google.com,Organic Snacks,$16.05
748,Karalee,Kupisz,kkupiszkr@furl.net,Textbooks,$2.54
749,Rip,Gethin,rgethinks@over-blog.com,Retirement Account Contribution,$12.45
750,Ernst,Sausman,esausmankt@wordpress.org,Home Repairs,$5.66
751,Lilly,Nornasell,lnornasellku@spiegel.de,Prescription Medication,$9.04
752,August,Kilmartin,akilmartinkv@foxnews.com,Life Insurance Premium,$33.17
753,Sibylla,Wooffitt,swooffittkw@chronoengine.com,Fresh Produce,$37.33
754,Murvyn,Lymbourne,mlymbournekx@census.gov,Bicycle Maintenance,$25.10
755,Fredi,Carrol,fcarrolky@g.co,Auto Insurance Renewal,$15.46
756,Lisbeth,Chesnut,lchesnutkz@un.org,Textbooks,$26.39
757,Gilles,Dedney,gdedneyl0@ca.gov,Home Repairs,$27.54
758,Tory,Booth,tboothl1@homestead.com,Stock Market Investment,$30.27
759,Lynette,Oakes,loakesl2@arizona.edu,Internet Service,$9.53
760,Humfrid,Caslin,hcaslinl3@networkadvertising.org,Stock Market Investment,$12.02
761,Hubert,Stitch,hstitchl4@senate.gov,Gym Membership,$19.63
762,Parker,Franiak,pfraniakl5@skyrock.com,Prescription Medication,$24.28
763,Orton,Rawling,orawlingl6@homestead.com,Gym Membership,$14.61
764,Debor,Winthrop,dwinthropl7@blogger.com,Textbooks,$6.18
765,Harriot,Vousden,hvousdenl8@nydailynews.com,Home Repairs,$35.87
766,Em,Kerss,ekerssl9@scientificamerican.com,Auto Insurance Renewal,$20.15
767,Renard,Bowes,rbowesla@telegraph.co.uk,Bicycle Maintenance,$28.68
768,Cal,Pringley,cpringleylb@godaddy.com,Gasoline,$6.82
769,Leanora,Kenwin,lkenwinlc@quantcast.com,Dental Check-up,$8.84
770,Brooks,McClay,bmcclayld@etsy.com,Internet Service,$5.69
771,Caro,Asbury,casburyle@storify.com,Stock Market Investment,$33.12
772,Carie,Westcott,cwestcottlf@cloudflare.com,Gym Membership,$24.42
773,Domeniga,Handscombe,dhandscombelg@cam.ac.uk,Meat and Poultry,$6.71
774,Jeanine,Pow,jpowlh@gnu.org,Gym Membership,$10.00
775,Geri,Paraman,gparamanli@uol.com.br,Gasoline,$31.78
776,Chloris,Scole,cscolelj@linkedin.com,Auto Insurance Renewal,$6.79
777,Toma,Coltan,tcoltanlk@vkontakte.ru,Home Repairs,$30.72
778,Jamie,Relf,jrelfll@yolasite.com,Fresh Produce,$19.64
779,Mala,Coughan,mcoughanlm@arstechnica.com,Stock Market Investment,$6.35
780,Arlana,Graham,agrahamln@w3.org,Gym Membership,$14.22
781,Candy,Bateup,cbateuplo@domainmarket.com,Gym Membership,$22.29
782,Yance,Flewan,yflewanlp@accuweather.com,Fresh Produce,$12.24
783,Brina,Whyatt,bwhyattlq@prweb.com,Auto Insurance Renewal,$17.87
784,Lesli,Dumberell,ldumberelllr@furl.net,Bicycle Maintenance,$31.44
785,Reinhold,Gallaway,rgallawayls@go.com,Internet Service,$17.97
786,Rivy,Giddens,rgiddenslt@angelfire.com,Movie Tickets,$37.76
787,Kathrine,Walster,kwalsterlu@canalblog.com,Textbooks,$9.31
788,Mireille,Gawler,mgawlerlv@freewebs.com,Life Insurance Premium,$7.80
789,Vickie,Stivey,vstiveylw@unicef.org,Movie Tickets,$20.73
790,Renault,O'Monahan,romonahanlx@nsw.gov.au,Electricity Bill,$9.26
791,Lezlie,Carvilla,lcarvillaly@earthlink.net,Textbooks,$17.25
792,Tobin,Newburn,tnewburnlz@wix.com,Internet Service,$31.09
793,Joan,Dimitriou,jdimitrioum0@addtoany.com,Online Course Subscription,$31.39
794,Dell,Gariff,dgariffm1@w3.org,Textbooks,$15.29
795,Clayborn,Collin,ccollinm2@purevolume.com,Dental Check-up,$27.80
796,Farrell,Brunn,fbrunnm3@dailymail.co.uk,Fresh Produce,$9.29
797,Miguel,Durran,mdurranm4@sciencedirect.com,Bicycle Maintenance,$21.30
798,Erie,Lavrinov,elavrinovm5@hud.gov,Auto Insurance Renewal,$20.14
799,Briant,Kunkler,bkunklerm6@scientificamerican.com,Stock Market Investment,$6.57
800,Mab,Cammiemile,mcammiemilem7@cmu.edu,Textbooks,$28.30
